jml_lantai,harga,ruangan,luas (m2)
0,382168,3,61.64
5,568875,4,75.85
3,581868,3,69.27
5,456030,3,50.67
3,688600,2,50
2,358622.5,2,38.77
3,364352,3,56.93
5,862451.2,4,90.88
2,259407,1,30.34
1,639880,3,94.1
5,607107.8,2,47.8
5,1023700,5,88.7
2,566000,4,70.37
1,622544,3,64.51
1,430695,3,50.67
1,371189,3,56.67
5,572932,4,66.62
6,340336,1,26.64
0,626400,4,86.4
4,474000,3,55.59
3,208402,1,26.38
1,283360,2,36.8
0,541706.4,4,72.81
1,400000,3,56.77
3,819324.3,3,66.9
2,358622.5,2,38.77
6,419900,2,44.2
4,447650,2,51.16
4,539682,4,72.93
5,459848,4,57.65
0,344675,2,40.55
2,552136,3,55.71
7,383010,3,45.06
2,836252,3,76.37
3,256114,2,34.61
3,462462,2,50.18
2,268500,2,37.17
1,389642,2,43.78
4,478350,3,53.15
4,233429,1,25.97
1,300625,2,32.5
1,470444.89,3,62.73
0,392400,3,54.5
3,502588,4,66.13
7,600166,2,57.05
3,629052,2,50.73
2,579000,1,28.79
1,683740,3,67.31
4,514600,1,33.54
2,337840,2,32.8
1,478530,3,53.17
0,281496,2,38.04
3,461760,4,62.4
2,261183,1,30.47
5,478629,3,59.09
6,441500,1,27.82
0,443400,3,51.89
5,301410,2,33.49
10,951936,3,74.37
5,499100,1,32.08
2,293760,2,40.8
3,514000,3,63
5,474192,4,59.41
3,636098.4,2,52.92
5,417112.5,2,47.67
6,563635,4,66.31
0,564000,3,58.98
3,351000,3,50
3,560000,3,70.4
2,373442,3,61.22
5,353000,2,38.75
2,358622.5,2,38.77
1,366335,2,35.74
2,1003557,3,81.59
0,451555,4,69.47
1,369000,3,51.31
1,519800,3,58.75
3,308750,2,32.5
0,467856,3,57.76
1,559000,2,40.44
0,447300,3,51.07
1,591710,4,74.9
0,684972,3,86.16
4,452790,3,55.9
3,308108,2,33.49
2,357065,2,40.5
3,489736,2,45.6
1,355160,1,29.36
0,291390,2,35.32
4,437963.5,2,51.83
2,432157,2,46.22
0,372000,2,37.32
2,489000,3,63.15
2,304760,2,36.6
7,546975,4,72.93
3,341952,2,32.88
6,484538,3,59.09
3,355950,2,33.9
1,240315,1,25.98
4,639880,3,94.1
3,299805,2,43.45
6,349050,2,32.5
3,648000,4,86.4
5,399464,1,30.75
4,781300,4,62.66
0,913220,6,130.46
2,538617,3,61.91
6,577320,3,44.95
1,790625,3,63.25
6,398700,2,39.87
2,426426,2,60.06
0,530950,4,75.85
4,450840,2,44.46
5,1094456,4,95.7
1,374418,3,61.38
2,267912,2,37.21
4,614224,3,58.74
2,684300,3,61.31
1,657800,3,50.6
5,568680,1,40.62
1,346205,2,40.73
6,345937.5,2,33.75
0,430000,3,50.57
1,586670,2,49.3
6,595767.6,3,68.01
3,443362.5,3,50.67
1,626400,4,86.4
4,422900,1,27.82
0,285176,1,33.9
7,841100,4,62.66
1,313864.2,1,34.19
4,405000,2,38.29
2,663440,4,82.93
3,334675,2,40.55
4,593000,3,58.23
2,475076,3,50.54
1,562169,4,68.15
2,587837,3,63.55
4,497679.6,3,61.14
2,385686,3,61.22
7,490000,3,57
1,351724.5,3,49.89
1,502857,3,56.82
8,469848,4,57.65
2,337418,2,37.49
0,336700,2,48.1
2,517500,3,59
1,270013,2,38.03
0,444752,3,57.76
1,530950.98,3,65.38
6,480133,4,59.41
0,271646,2,38.26
3,372353,2,37.05
1,588300,3,66.25
2,312930,2,32.94
7,614008,3,66.74
2,385000,2,43
2,287040,2,36.8
1,465000,2,55.59
4,391720,1,28
6,309000,2,35.34
3,411583,3,56.77
6,333125,2,32.5
6,550598.8,3,62.04
1,366388.5,3,51.97
4,539682,4,72.93
4,316875,2,32.5
2,945835,6,130.46
0,348930,2,38.77
4,438495,2,47.15
1,378810,2,42.09
3,883475.93,3,77.9
1,227885,1,26.81
2,308750,2,32.5
3,671581.6,4,85.88
3,444500,1,30.07
4,358622.5,2,38.77
3,463828,3,61.03
1,506353,3,65.3
7,458200,3,58
1,489687,4,68.97
2,560250,3,41.5
0,697215,3,87.7
8,872160,3,75.84
3,658696,2,54.8
1,472647,3,67.53
4,447650,2,51.16
3,1501971,3,99.14
0,759000,3,63
5,633420,3,70.15
2,319000,2,40.21
1,504000,3,53.34
3,308000,2,34.8
5,394988,2,41.36
2,1023116,3,74.68
7,708685,3,64.3
6,3334499,5,148.2
8,896676,3,66
2,253330,1,32.9
3,462310,4,59.41
0,400000,2,41.18
5,980100,3,78.75
5,502216,4,70.24
2,637000,4,86.85
2,354650,2,34.6
1,997456,5,160.88
3,517000,3,58
4,397403,2,39.94
3,659548,4,71.69
1,997456,5,160.88
1,646932,4,85.8
6,763262.5,3,87.23
3,410994,2,50.74
2,920149.5,4,102.81
3,416160,2,46.24
2,308750,2,32.5
0,511369.1,4,76.21
1,400529,2,43.89
3,375738,3,56.94
3,575840,3,71.98
2,358622.5,2,38.77
4,603000,3,61
1,516545,3,61
4,647496,4,70.38
4,494000,2,44.75
1,899640,4,110.4
1,450000,2,48
5,646002,4,68.36
0,504873,3,62.33
1,519920.9,3,67.61
2,388000,2,44.8
2,413177,2,44.19
8,470990,1,38.6
2,312930,2,32.94
5,407498,2,44.78
1,605358,4,71.64
1,516938.4,4,77.04
0,449500,4,67
3,370092.5,2,40.01
5,502359,4,70.26
4,463828,3,61.03
4,441610,3,55.9
0,609045,3,64.11
2,358622.5,2,38.77
6,607048,2,45.16
3,696326,3,69
0,243800,2,31.44
4,873175.8,4,98.22
8,831800,3,61.46
0,484794,4,70.26
2,455000,4,67.09
4,294000,1,29.31
2,390881.5,2,40.93
0,397576,2,39.17
9,546975,4,72.93
1,641000,4,71.94
1,426909,3,60.9
4,486216,3,67.53
4,692700,2,49.72
4,374660.2,2,54.22
1,605000,4,83
4,446144,2,47.5
0,701400,4,60
3,452088,1,35.88
5,589056,3,55.71
3,375738,3,56.94
1,506500,3,65.87
0,468208,2,44.42
3,303945,2,44.05
5,1027631,4,90.7
1,363451,2,40.7
0,337456,2,36.68
0,380700,2,48.48
2,322320,2,47.4
0,697215,3,70.83
3,478350,3,53.15
2,731216,3,79.48
3,402560,3,69.9
1,426312,2,45.84
1,589000,2,33.24
4,515130,3,66.9
1,300625,2,32.5
1,519000,3,58.75
6,362475,3,33.75
0,430695,3,50.67
2,489687,4,68.97
6,403337.5,2,39.35
4,945835,6,130.46
2,484608,3,52.39
0,604000,3,66.91
6,460000,1,29.8
5,468650,3,55.31
0,495000,2,49.53
0,480688,3,46.47
4,823125,5,109.75
5,575840,3,71.98
1,374418,3,61.38
4,225500,1,25.52
4,274300,2,35.2
1,411237,3,50.77
0,466000,3,58.31
0,606600,4,80.88
2,435960,4,69.2
1,348930,2,38.77
1,478548,3,59.08
0,478548,3,59.08
3,508928,3,71.68
3,463828,3,61.03
2,456570,1,33.2
0,479461.5,4,73.65
3,539682,4,72.93
4,476226,2,51.95
8,1030600,3,78.75
5,790650,3,70.28
1,352785,2,40.55
3,370045,3,56.93
0,351932.7,2,43.61
7,508400,1,31.73
6,612000,2,55.84
1,618280,1,53.3
1,275660,2,35.8
2,301920,2,40.8
0,505000,3,67
3,1219500,3,81.3
4,551136,3,57.41
2,355000,2,36.06
2,224636,1,25.24
0,260084,1,25.74
0,697215,3,87.7
0,800000,4,95
6,336838,2,40.33
6,882074,3,76.37
1,395615,2,58.06
5,400000,2,36.7
3,484852.5,2,58.77
1,395293.9,3,56.39
1,531600,3,50.63
4,330348,2,30.73
1,659924,2,56.89
2,274714,2,32.9
1,304695,2,32.94
1,374418,3,61.38
5,2921800,5,146.09
1,753355,4,88.63
1,648324,4,70.47
0,466000,3,59.94
5,564820,3,72.88
3,440640,2,44.46
5,337000,1,32.7
1,389880,2,9000
3,346311,2,50.19
7,625378,2,46.67
6,481365,3,50.67
4,352000,2,39.78
5,1352104,4,116.3
4,769946.79,3,61.17
0,730590,6,104.37
4,443362.5,3,50.67
1,568592,4,71.53
2,797624,3,89.12
1,274043,2,35.59
0,588336,4,70.04
0,447300,3,51.27
0,541717,2,44.77
1,997456,5,160.88
3,308750,2,32.5
8,484538,3,59.09
1,329670.9,2,44.49
2,406000,2,44
4,469630,4,67.09
2,1323640,2,54.35
6,629825,3,71.98
3,462007,2,50.77
1,536609.7,4,72.81
3,422680.2,2,50.14
5,443362.5,3,50.67
0,469742,3,52.78
1,304695,2,32.94
2,422280,1,46
1,695000,5,90.6
2,359484,2,41.32
5,417259.5,3,56.77
1,337542,2,33.42
5,691485,3,62.72
1,323272,2,47.54
6,345937.5,2,33.75
0,552865,3,71.81
4,421779,3,51.71
3,912400,3,86
0,513341,4,83.47
3,733112.1,2,55.3
5,430636.8,2,40.78
5,431200,1,27.82
1,274100,2,35.59
5,859163,3,76.37
2,463536,4,62.64
4,498846,4,70.26
1,231614,1,25.98
10,510279,1,36.19
2,429887.5,3,49.13
0,270648,2,37.59
1,600484,2,49.22
1,462163,3,63.18
3,414120,1,34.51
1,265185,2,37.35
4,811000,4,83.4
0,458800,3,52.61
3,564512,3,55.71
1,444790,1,33.2
0,697215,3,87.7
3,225000,1,25.44
4,498846,4,70.26
9,1054000,3,84.32
1,405000,3,54.61
3,897600,3,74.8
2,325000,3,50.04
3,293916,2,36.6
1,659924,2,56.89
5,577538,3,59.54
3,660744,4,71.82
0,463000,3,46.47
1,512050,1,52.33
8,469931,3,61.03
6,426645,2,44.91
2,577146.6,4,62.87
6,424270,2,44.66
4,847483.56,3,67.94
4,304500,2,40.6
4,907872,3,81.06
3,493361.7,3,62.53
1,533891,3,51.09
0,453157,3,53.16
5,629408,3,58.9
2,354255,2,33.9
5,564129,3,65.98
1,923675,4,83.8
5,495000,3,63.28
2,618906,2,50.73
3,356714,3,49.89
2,386400,1,28
0,697215,3,87.7
1,638561,4,82.93
1,560949,4,72.86
1,425900,4,60
1,623152,2,53.72
2,575840,3,71.98
1,654600,2,43.64
3,688600,2,49.72
1,322000,2,27.36
1,361875,2,28.95
1,309700,2,35.03
5,535776,3,55.81
2,395124,3,51.99
0,366975,3,51.31
1,529383.4,3,70.21
1,440728,2,49.52
1,270000,1,25.29
5,487081.5,2,56.31
2,549400,3,56.7
6,536040,3,59.56
0,568592,4,71.53
4,1003800,4,106.3
1,282514.5,2,36.93
3,477603,3,50.54
2,377520,1,30.74
2,539000,2,50.8
5,404000,1,33.7
5,492969,3,67.52
3,260026,1,30.34
4,563905,4,77.78
1,476160,3,51.2
2,308750,2,32.5
2,373442,3,61.22
2,453411,2,47.98
1,365000,2,46.17
1,276770,1,28.63
1,469352,2,45.58
6,477360,2,44.78
3,536690,3,57.4
1,325000,1,28.3
2,621075.08,2,46.81
2,756682.5,6,104.37
6,263416,2,30.47
2,337456,2,36.68
2,739100,4,62.49
5,557557,3,58.66
0,300625,2,32.5
6,353742,2,40.66
1,562169,4,68.15
2,272664,2,37.87
4,304500,2,40.6
4,683000,4,72.1
3,420900,1,27.82
3,416404,2,54.79
0,390499.5,2,40.89
1,338730,2,40.55
2,562000,4,70.45
5,295932,2,35.23
5,482040,3,55.3
4,225000,1,25.33
3,363178,2,35.26
0,697215,3,87.7
2,423639,3,41.13
6,1105873,4,93.56
2,456369,4,59.41
0,414240,1,34.52
5,399956,3,49.16
4,456030,3,50.67
2,327080,2,38.48
5,682095,4,61.45
1,297330,2,45.05
5,514080,3,46.55
4,1113393.6,4,93.72
4,859163,3,76.37
1,429520,2,33.04
3,354450,2,34.75
3,536505.8,3,67.57
0,308100,2,39.5
10,1030746,4,82.08
2,490714.2,2,55.89
1,354351,2,40.73
3,443362.5,3,50.67
1,790625,3,63.25
2,478350,3,53.15
1,997456,5,160.88
4,459264,1,35.88
3,443700,2,44.78
8,300024,2,35.23
4,460744.2,3,50.19
2,913200,3,78.75
1,533792,3,61.71
3,358622.5,2,38.77
2,608025.6,4,79.17
9,499722,3,67.53
0,375000,2,44
3,359840,1,27.68
6,537200,1,33.54
1,349999,3,50
3,1650000,3,96.4
6,693240,3,57.77
7,882074,3,76.37
1,479528.4,3,62.52
7,447763.68,2,42.21
4,664355,3,57.77
0,430695,3,50.67
6,486216,3,67.53
3,410184,3,50.64
6,283866,1,27.83
8,895011,6,112.58
0,699635,4,82.31
4,413181,3,51.01
1,409000,2,42.42
1,730590,6,104.37
2,539682,4,72.93
3,256114,2,34.61
6,821500,4,62.66
2,268000,2,33.08
1,304760,2,36.6
3,445614,2,51.22
1,304045,2,41.65
1,299000,1,28.32
2,407559,2,55.83
1,399000,2,37
1,330004,2,31.28
2,550531,2,50
4,308750,2,32.5
0,382168,3,61.64
0,404257,2,49.97
6,399832,2,43.46
1,408292,1,33.88
4,648000,4,86.4
6,432999,3,54.81
5,366975,3,44.35
3,826656,3,75.84
1,506361,3,55.34
1,430695,3,50.67
5,296501,2,35.23
2,346800,1,28.79
3,647588,4,70.39
2,385686,3,61.22
5,393660,2,43.74
0,333885,2,42.78
4,577146.6,4,62.87
2,511000,2,38.79
1,321254,2,35.6
1,526870,3,56.05
2,385540,3,47.37
1,482220,2,50.76
2,1198800,3,81
2,300440,2,40.6
9,640734,2,46.43
4,443961,3,54.81
5,745775.8,4,85.82
3,799248.6,4,94.14
1,426666,3,41.83
4,469630,4,67.09
3,429152.4,2,51.83
4,683000,4,72.1
5,681686,3,57.77
5,308750,2,32.5
2,637857.99,2,53.57
0,358627.5,2,47.25
1,422156,3,49.64
2,570648,3,73.16
2,563905,4,77.78
8,454491,3,56.11
2,435960,4,69.2
1,584570.4,3,64.38
2,385941,3,49.96
7,872160,3,75.84
1,417837,3,41.37
3,549912.5,4,75.85
1,428700,3,51.34
9,469931,3,61.03
0,234971.1,1,31.71
4,274326,2,35.17
1,557862,4,71.53
5,358622.5,2,38.77
0,476999,3,62
3,545395,3,57.41
8,1027500,4,79.41
3,354450,2,34.75
0,319642,2,45.02
5,443362.5,3,50.67
3,459700,2,45.97
2,483340,2,43.94
1,243800,2,31.46
3,312930,2,32.94
3,474240,4,62.4
2,299000,1,28.88
4,312930,2,32.94
6,479400,2,44.99
1,484330,4,65.45
0,464130,3,51.57
7,1026975,4,98.7
0,292500,3,32.5
1,880682.76,3,76.21
2,328000,2,41.15
2,267912,2,37.21
2,700200,2,77.8
8,479600,1,29.8
3,302930,2,36.6
5,773100,3,61.46
3,549912.5,4,75.85
0,484794,4,70.26
9,1013250,3,81.06
2,368797.5,2,39.87
2,369938.5,2,44.95
9,1618878,3,117.31
4,429887.5,3,49.13
3,511672,3,57.17
0,459700,2,45.97
2,322320,2,47.4
3,664920,2,55.41
1,435053,2,44.99
4,524129,3,58.49
0,399000,2,32.37
2,479648,2,45.6
1,493238,3,55.42
0,647000,4,70.81
0,519210,3,57.69
3,572999,1,57.35
1,645008,3,70.12
7,548600,1,33.54
4,1198613,5,118.97
0,461070,3,51.23
6,766052,3,70.28
4,450736,2,40.32
1,554580,3,61.62
0,344760,2,33.15
0,399000,1,32.37
1,383010,2,45.06
0,529250,4,71.53
6,457980,1,34.59
0,402868,2,43.79
5,399464,1,30.75
2,383010,2,45.06
6,432999,3,54.81
1,300000,2,42.5
1,997500,5,161
1,297432,1,36.72
5,800900,4,62.66
4,358622.5,2,38.77
1,500053,4,70.43
1,634970,4,90.71
3,3800000,6,223
4,349533,2,32.82
1,431973,2,53.33
1,347745,2,35.85
4,640000,3,78.91
1,620600,2,44.16
5,503672,2,44.94
3,571900,3,60.2
1,596400,2,39.76
0,305000,2,35
1,895700,3,78.67
6,899766,3,81.06
6,632655,3,74.43
4,343178,2,32.84
4,308750,2,32.5
3,303945,2,44.05
0,579381,3,59.73
0,486843,2,62.88
1,446200,3,48.5
1,491730,3,53.16
1,367354,2,36.92
3,483670,2,43.97
2,400000,2,40.13
6,862692,3,74.37
5,659677.5,4,90.99
3,556938,3,63.65
1,614617.31,3,66.45
6,481365,3,50.67
1,508928,3,71.68
1,509300,1,46.36
1,327900,2,37.5
2,711075,4,74.85
0,358830,2,39.87
5,336518,2,36.98
3,241614,1,25.98
3,391900,3,55
0,412000,2,42.66
0,300625,2,32.5
1,471645.9,3,70.29
7,511000,3,58
0,423650.1,1,62.21
1,323000,1,35
4,392184,1,30.75
2,272664,2,37.87
0,354400,2,44.9
0,715200,3,75.83
4,339000,2,35.47
4,443362.5,3,50.67
1,323272,2,47.54
0,279382,2,35.59
3,930979,4,80.4
5,504300,1,33.2
1,364986,2,45.06
1,479000,3,62
2,223000,1,25.35
0,636930,4,90.99
2,401000,2,45.86
6,466735,3,49.13
1,369000,3,51.31
3,659677.5,4,90.99
6,500968,2,39.71
0,571900,3,60.2
0,408000,3,52
3,554824.37,3,53.87
3,937900,3,78.75
4,323112,2,38.51
4,606008,2,44.5
3,353725,3,50.01
1,499000,2,34.46
2,348800,3,50
3,394234,4,74.39
3,563905,4,77.78
5,563040,2,44.61
3,540000,3,56.57
0,599850,3,46.5
4,447739,2,36.58
4,312930,2,32.94
0,224000,1,25.97
0,549057,3,63.11
0,634970,4,90.71
0,353788.8,2,43.84
6,345937.5,2,33.75
1,690377,2,56.3
4,612000,3,59.32
5,606928.14,2,46.54
3,563905,4,77.78
0,293760,2,40.8
5,1025745,3,88.4
2,369338.6,2,47.23
3,483600,2,44.92
0,219292,1,29.2
0,697215,3,87.7
4,435882.8,4,63.08
0,293040,2,40.7
3,427440,3,41.1
4,410994,2,50.74
7,625378,2,46.67
2,642816,4,69.12
3,598740,3,59.32
1,423000,3,56.05
1,750360,2,50.7
1,978692,4,82.59
0,516093.2,3,67.64
2,400529.17,2,43.89
1,416404,3,54.79
0,826870,3,75.17
4,409530,2,48.18
5,422280,1,46
6,712800,4,86.4
2,794033,4,77.6
5,930673,5,104.57
5,1025000,3,90
2,314047.8,1,34.21
1,636000,3,53
2,498575,3,53.9
2,587250,2,46.98
1,521360,3,54.88
1,509600,4,72.8
6,454993,3,59.09
1,359590,3,46.7
2,377000,2,42.96
0,311700,2,34.94
1,651671,4,82.49
5,392130,2,43.57
3,446760,2,45.01
3,389151,2,38
1,566000,4,70.4
0,647496,4,70.38
2,549912.5,4,75.85
5,472000,4,66.1
2,913200,3,78.75
2,408590,4,62.86
1,790000,3,75
1,997456,5,160.88
8,1208566.85,3,89.11
4,455000,2,35
5,879581.6,4,97.84
3,322174,2,40.21
0,382168,3,61.64
5,526900,1,33.54
5,833900,3,66
1,519767.1,3,67.59
1,440280,2,61.15
3,271000,2,35.33
4,399894,2,48.18
6,426645,2,44.91
3,358622.5,2,38.77
1,416635.8,3,61.18
6,568395,4,66.87
3,428068,3,41.56
0,697000,3,88
1,502512,4,66.12
0,447300,3,51.88
0,435328,3,57.28
2,908089,3,76.31
1,419160.6,3,60.66
0,444080,2,48.8
0,299270,2,36.6
5,764800,3,54.39
6,563635,4,66.31
1,319642,2,45.02
3,370045,3,56.93
1,342828,2,35
3,270000,1,28.62
6,1185460.92,4,99.56
4,604902,4,66.84
4,587520,2,55.84
1,268451,2,37.81
1,997456,5,160.88
0,697215,3,87.7
1,710000,5,90.6
3,388000,2,44.81
3,761800,4,62.66
5,361050,2,41.5
1,476862,3,53.58
3,580100,4,67.31
3,254975,1,32.9
0,343816,2,39.07
2,308750,2,32.5
6,472720,3,59.09
3,626820,4,80.88
5,228422,1,25.24
6,857314.2,4,89.49
1,408292,1,34.53
2,392130,2,43.57
1,381237.5,2,43.57
5,338327.1,2,38.49
3,561650,3,59.75
1,426169.8,3,62.58
4,358622.5,2,38.77
1,382166,2,42.94
0,612000,3,63.81
5,320928,2,38.48
2,401000,2,44.35
6,740056.8,3,82.32
4,811000,4,83.09
3,358622.5,2,38.77
3,348730,2,40.55
3,489424,2,45.58
2,463232,1,36.19
5,358622.5,2,38.77
2,479440,2,45.58
4,649344,2,50.73
1,469892,3,59.48
7,812200,3,61.46
6,1103226.6,4,95.27
0,660928,4,71.84
6,340216,2,36.98
5,848298.1,4,96.07
1,484474.2,4,74.42
3,270000,2,35.33
0,522786,3,58.74
7,340216,2,36.98
3,395675,1,29.75
9,499422,1,36.19
4,499722,3,67.53
2,531430,3,55.94
1,608760,2,50.73
3,255000,2,39.23
1,592191,3,54.23
2,368011,1,27.67
0,430695,3,50.67
5,509600,2,45.58
1,335806,2,40.21
4,402500,2,44.78
0,243800,2,31.46
5,563905,4,77.78
2,435200,2,32
4,674475.9,5,106.89
0,515864.3,3,67.61
4,429887,3,49.13
7,469931,3,61.03
6,440400,1,27.78
1,374418,3,61.38
0,525666,3,66.54
7,308108,2,33.49
2,312930,2,32.94
6,370260,1,28.79
0,596727,2,42.93
1,606000,4,83
3,581000,3,58.81
2,424680,2,35.39
3,828656,3,75.84
0,300625,2,32.5
1,524129,3,58.49
5,358549,2,42.94
0,349000,3,50
2,359590,3,46.7
5,505862,4,70.75
7,704794,3,57.77
2,310000,2,27.5
2,586150,3,61.7
0,314288,2,43.35
6,466735,3,49.13
5,880200,3,63.04
5,478629,3,59.09
0,502054,3,53.41
0,557845,3,71.98
6,756555.3,4,86.07
2,503200,1,33.54
3,312930,2,32.94
2,364000,2,35
2,260026,1,30.34
4,721768.32,4,81.6
0,356489,2,44.45
7,484946,1,36.19
1,471100,4,67.3
5,478629,3,59.09
5,486216,3,67.53
3,425942,4,57.65
2,563290,3,61.9
1,395738,3,49.16
1,288057,2,37.12
1,477932,3,52.52
0,422226.7,3,65.87
8,811300,3,54.39
3,497420,4,65.45
0,561000,3,60.39
1,756000,4,60
5,308750,2,32.5
2,444500,1,31.08
0,228650,1,26.9
0,349230,3,49.89
1,447816,2,47.64
5,312000,2,33.2
0,553100,3,56.61
1,571900,3,60.2
3,308750,2,32.5
4,312930,2,32.94
0,479000,3,62
0,568195,3,59.81
6,372500,2,35.6
1,689070,4,75.76
2,524129,3,58.49
3,277450,2,35.8
4,475400,1,31.73
4,491036,3,53.96
3,360000,1,30
6,601328,3,55.71
3,383010,2,45.06
8,530541,2,41.96
2,267457,2,37.67
6,512421,2,56.31
2,430000,3,48.46
9,1084600,3,74.8
1,710000,5,90.6
1,318107.5,2,34.39
3,411582.5,3,56.77
5,315826,1,26.54
5,648000,4,86.4
1,677400,3,61.85
2,267990,2,35.2
5,978692,3,82.59
0,576000,3,63.77
5,847818,3,74.37
3,443362.5,3,50.67
3,358622.5,2,38.77
1,530950,4,75.85
2,293590,2,37.12
1,373999,3,53.62
4,308750,1,32.5
1,789018.6,3,66.9
5,730728.6,3,91.57
3,434165,2,61.15
1,303597,2,42.7
9,2478700,5,117.6
0,555840,4,77.2
0,588000,3,62.69
6,782300,3,54.39
0,382168,3,61.64
4,381378,2,37.39
1,474000,3,65
7,476118.3,2,51.45
0,536000,3,59.66
1,908019,5,104.28
3,1479421,2,99.29
3,538838.3,3,70.07
3,328597,2,30.71
2,2441532,3,90.68
3,399000,2,49.46
2,373442,3,61.22
3,476225,2,51.95
3,945835,6,130.46
0,236327,1,25.97
3,632448,4,69.12
0,322455,2,34.86
0,502054,3,53.41
0,457800,3,52.49
3,461760,4,62.4
3,1054704,4,93.56
1,459000,3,59.4
3,402560,3,69.9
1,478548,3,59.08
2,460744.2,3,50.19
5,383010,2,45.06
3,394234,4,74.39
3,471461,3,49.89
6,497224,1,38.22
4,860600,3,63.04
1,997456,5,160.88
0,305445.6,2,42.96
5,568875,4,75.85
0,881612,3,76.33
3,300728,2,37.46
1,430695,3,50.67
8,472730,4,57.65
6,421800,2,50.68
4,299596,2,36.21
4,394632,2,41.76
5,301410,2,33.49
1,274715,2,32.9
0,352785,2,40.55
0,292500,2,32.5
4,436411,3,42.37
1,670166,3,62.55
2,393114,2,39.91
4,617295.6,2,46.85
1,430695,3,50.67
6,805086.6,4,80.67
1,375724.22,2,42.22
0,542355,3,65.74
0,294993.9,2,41.49
4,446788,4,57.65
2,385686,3,61.22
2,462163,3,63.31
5,689100,4,91.88
4,231614,1,25.98
5,354506,2,45.16
3,258576,1,30.52
0,353600,1,27.2
2,549912.5,4,75.85
1,374418,3,61.38
1,529250,4,71.53
1,399000,1,25.82
1,629000,3,127
3,395109,2,39.91
6,381264,1,28.86
0,457740,3,50.86
5,1234900,4,101.11
1,469931,3,50.26
0,282480.3,2,39.73
3,421900,1,27.87
5,405402,3,49.16
0,593709,2,54.22
3,389010.4,2,47.21
8,454491,3,56.11
4,549912.5,4,75.85
2,472642,3,67.53
1,899649.6,5,110.4
4,478629,3,59.09
2,292409,2,35.23
4,358622.5,2,38.77
0,697215,3,87.7
6,1129378.95,4,94.85
0,320300,2,34.08
0,697215,3,87.7
5,410994,3,50.74
2,476064,4,62.64
0,593709,2,54.22
0,673654,5,96.25
0,393524.5,3,56.95
4,452790,3,55.9
3,451000,2,37.27
5,389347,3,47.26
1,580862.5,3,74.95
1,447000,3,50.19
1,670132,3,57.77
5,443362.5,3,50.67
3,600455,2,55.7
0,300625,2,32.5
5,486800,1,31.73
5,546910,3,60.1
0,275000,2,43
1,1175080,4,81.04
5,312930,2,32.94
0,527845,3,70.88
1,629000,3,127
2,505000,2,52.45
5,533985,3,55.05
0,480571,3,52.81
6,361050,2,41.5
1,557845,3,71.98
3,634145,3,62
2,612425,4,72.05
0,473304,2,45.26
0,458431,2,49.03
3,795687.5,5,109.75
3,549000,4,78.53
4,604000,3,61
0,316550,2,32.5
5,312930,2,32.94
2,478629,3,59.09
2,408590,4,62.86
0,414000,2,41.21
5,370092.5,2,40.01
0,382168,3,61.64
0,526448,3,55.59
4,406725,3,54.23
6,345937.5,2,33.75
0,518160,2,44.62
1,1006131,4,93.56
2,308750,2,32.5
1,881612,3,76.33
5,448329.5,2,51.83
3,1213612,5,118.97
2,224636,1,25.24
1,530950,4,75.85
1,351169,2,38.59
0,347745,3,35.85
3,452088,1,35.88
2,267457,2,37.67
3,225600,1,25.5
1,304695,2,32.94
1,437224,2,50.84
1,997456,5,160.88
1,478548,3,59.08
1,405900,3,56.77
1,549836,3,69.57
5,606042,4,70.47
4,443362.5,3,50.67
10,764699,3,65.08
5,989175,5,82.95
1,499900,3,58.2
1,1374592,5,107.39
3,443362.5,3,50.67
2,445008,3,60.96
3,293590,2,37.4
2,629000,2,33.24
2,412600,1,27.87
2,649000,2,36.77
4,559856,3,63.62
4,563905,4,77.78
8,1027500,4,79.41
3,429887.5,3,49.13
8,492728,1,36.23
3,308750,2,32.5
0,535000,3,58.26
6,737807.62,4,81.6
2,500565,2,58.89
1,360090,2,40.01
6,333125,2,32.5
0,530950,4,75.85
1,485125.2,2,55.89
5,505863,4,70.75
2,433000,2,41.05
5,407500,2,44.78
6,389740,1,27.65
1,276770,1,28.6
7,910700,4,70.3
3,982046,4,91.78
4,290811,1,31.27
0,390000,3,45.58
8,435841,1,32.77
3,912213,5,115.47
0,335000,2,39.2
2,424728,2,58.99
5,308750,2,32.5
8,486216,3,67.53
2,795687.5,5,109.75
1,645000,4,71.79
0,462000,3,58.3
0,3187884,3,127.36
1,532000,3,56.01
1,370240,1,30.74
0,416385,1,31.73
2,270809,2,35.17
0,453104.4,3,56.78
3,314029,2,37.46
4,885354.6,3,86.97
3,417112,2,47.67
0,561650,3,59.75
1,301100,2,36.6
5,432200,1,27.87
3,626820,4,80.88
2,524614,3,55.81
0,555840,4,77.2
3,466326.5,2,48.83
3,2150000,4,126.5
1,463320,2,44.87
6,400100,2,40.01
0,445341,2,56.23
4,440400,1,29.8
1,535448,3,72.86
5,709200,2,49.72
7,450700,1,27.87
4,855230.4,3,65.99
5,460020,2,44.46
1,471243.2,3,61.28
0,492407,3,62.33
8,460000,1,27.82
3,487227,3,52.39
1,623308,3,63.28
1,820701,2,55.83
6,706100,2,47.62
0,399000,2,43.01
2,429887.5,3,49.13
0,424695,2,61.55
0,445000,3,52
2,333743,2,40.21
2,298000,1,26
5,472985,4,67.09
4,849408,3,75.84
0,332283,1,31
